cipName,cipCode,codeFamily,my_cat1,my_cat2
"Education, General",13.0101,13,Education,Education
Bilingual and Multilingual Education,13.0201,13,Education,Education
Multicultural Education,13.0202,13,Education,Education
Indian/Native American Education,13.0203,13,Education,Education
"Bilingual, Multilingual, and Multicultural Education, Other",13.0299,13,Education,Education
Curriculum and Instruction,13.0301,13,Education,Education
"Educational Leadership and Administration, General",13.0401,13,Education,Education
Administration of Special Education,13.0402,13,Education,Education
Adult and Continuing Education Administration,13.0403,13,Education,Education
"Educational, Instructional, and Curriculum Supervision",13.0404,13,Education,Education
"Elementary, Middle and Secondary Education Administration",13.0405,13,Education,Education
Higher Education/Higher Education Administration,13.0406,13,Education,Education
Community College Education,13.0407,13,Education,Education
Elementary and Middle School Administration/Principalship,13.0408,13,Education,Education
Secondary School Administration/Principalship,13.0409,13,Education,Education
Urban Education and Leadership,13.041,13,Education,Education
Superintendency and Educational System Administration,13.0411,13,Education,Education
"Educational Administration and Supervision, Other",13.0499,13,Education,Education
Educational/Instructional Technology,13.0501,13,Education,Education
Educational Evaluation and Research,13.0601,13,Education,Education
Adult and Continuing Education Research,13.0602,13,Education,Education
Educational Statistics and Research Methods,13.0603,13,Education,Education
"Educational Assessment, Testing, and Measurement",13.0604,13,Education,Education
Elementary and Secondary Research,13.0605,13,Education,Education
Higher Education Admin.,13.0606,13,Education,Education
Learning Sciences,13.0607,13,Education,Education
"Educational Assessment, Evaluation, and Research, Other",13.0699,13,Education,Education
International and Comparative Education,13.0701,13,Education,Education
School Psychology,13.0801,13,Education,Education
Educational Psychology,13.0802,13,Education,Education
Social and Philosophical Foundations of Education,13.0901,13,Education,Education
"Special Education and Teaching, General",13.1001,13,Education,Education
Education of the Cultural Disadvantaged,13.1002,13,Education,Education
Education/Teaching of Individuals with Hearing Impairments Including Deafness,13.1003,13,Education,Education
Education/Teaching of the Gifted and Talented,13.1004,13,Education,Education
Education/Teaching of Individuals with Emotional Disturbances,13.1005,13,Education,Education
Education/Teaching of Individuals with Mental Retardation,13.1006,13,Education,Education
Education/Teaching of Individuals with Multiple Disabilities,13.1007,13,Education,Education
Education/Teaching of Individuals with Orthopedic and Other Physical Health Impa,13.1008,13,Education,Education
Education/Teaching of Individuals with Vision Impairments Including Blindness,13.1009,13,Education,Education
Remedial Education,13.101,13,Education,Education
Education/Teaching of Individuals with Specific Learning Disabilities,13.1011,13,Education,Education
Education/Teaching of Individuals with Speech or Language Impairments,13.1012,13,Education,Education
Education/Teaching of Individuals with Autism,13.1013,13,Education,Education
Education/Teaching of Individuals Who are Developmentally Delayed,13.1014,13,Education,Education
Education/Teaching of Individuals in Early Childhood Special Education Programs,13.1015,13,Education,Education
Education/Teaching of Individuals with Traumatic Brain Injuries,13.1016,13,Education,Education
Education/Teaching of Individuals in Elementary Special Education Programs,13.1017,13,Education,Education
Education/Teaching of Individuals in Junior High/Middle School Special Education,13.1018,13,Education,Education
Education/Teaching of Individuals in Secondary Special Education Programs,13.1019,13,Education,Education
"Special Education and Teaching, Other",13.1099,13,Education,Education
Counselor Education/School Counseling and Guidance Services,13.1101,13,Education,Education
College Student Counseling and Personnel Services,13.1102,13,Education,Education
"Student Counseling and Personnel Services, Other",13.1199,13,Education,Education
Adult and Continuing Education and Teaching,13.1201,13,Education,Education
Elementary Education and Teaching,13.1202,13,Education,Education
Junior High/Intermediate/Middle School Education and Teaching,13.1203,13,Education,Education
Pre-Elementary Education/Early Childhd/Kindergarten Teacher Education,13.1204,13,Education,Education
Secondary Education and Teaching,13.1205,13,Education,Education
"Teacher Education, Multiple Levels",13.1206,13,Education,Education
Montessori Teacher Education,13.1207,13,Education,Education
Waldorf/Steiner Teacher Education,13.1208,13,Education,Education
Kindergarten/Preschool Education and Teaching,13.1209,13,Education,Education
Early Childhood Education and Teaching,13.121,13,Education,Education
Pre-Elementary/Early Childhood/Kindergarten Teacher Education,13.1288,13,Education,Education
"Teacher Education and Professional Development, Specific Levels and Methods, Oth",13.1299,13,Education,Education
Agricultural Teacher Education,13.1301,13,Education,Education
Art Teacher Education,13.1302,13,Education,Education
Business Teacher Education,13.1303,13,Education,Education
Driver and Safety Teacher Education,13.1304,13,Education,Education
English/Language Arts Teacher Education,13.1305,13,Education,Education
Foreign Language Teacher Education,13.1306,13,Education,Education
Health Teacher Education,13.1307,13,Education,Education
Family and Consumer Sciences/Home Economics Teacher Education,13.1308,13,Education,Education
Technology Teacher Education/Industrial Arts Teacher Education,13.1309,13,Education,Education
Sales and Marketing Operations/Marketing and Distribution Teacher Education,13.131,13,Education,Education
Mathematics Teacher Education,13.1311,13,Education,Education
Music Teacher Education,13.1312,13,Education,Education
Nutritional Education,13.1313,13,Education,Education
Physical Education Teaching and Coaching,13.1314,13,Education,Education
Reading Teacher Education,13.1315,13,Education,Education
Science Teacher Education/General Science Teacher Education,13.1316,13,Education,Education
Social Science Teacher Education,13.1317,13,Education,Education
Social Studies Teacher Education,13.1318,13,Education,Education
Technical Teacher Education,13.1319,13,Education,Education
Trade and Industrial Teacher Education,13.132,13,Education,Education
Computer Teacher Education,13.1321,13,Education,Education
Biology Teacher Education,13.1322,13,Education,Education
Chemistry Teacher Education,13.1323,13,Education,Education
Drama and Dance Teacher Education,13.1324,13,Education,Education
French Language Teacher Education,13.1325,13,Education,Education
German Language Teacher Education,13.1326,13,Education,Education
Health Occupations Teacher Education,13.1327,13,Education,Education
History Teacher Education,13.1328,13,Education,Education
Physics Teacher Education,13.1329,13,Education,Education
Spanish Language Teacher Education,13.133,13,Education,Education
Speech Teacher Education,13.1331,13,Education,Education
Geography Teacher Education,13.1332,13,Education,Education
Latin Teacher Education,13.1333,13,Education,Education
School Librarian/School Library Media Specialist,13.1334,13,Education,Education
Psychology Teacher Education,13.1335,13,Education,Education
Earth Science Teacher Education,13.1337,13,Education,Education
Environmental Education,13.1338,13,Education,Education
"Teacher Education and Professional Development, Specific Subject Areas, Other",13.1399,13,Education,Education
Teaching English as a Second or Foreign Language/ESL Language Instructor,13.1401,13,Education,Education
Teaching French as a Second or Foreign Language,13.1402,13,Education,Education
"Teaching English or French as a Second or Foreign Language, Other",13.1499,13,Education,Education
Teacher Assistant/Aide,13.1501,13,Education,Education
Adult Literacy Tutor/Instructor,13.1502,13,Education,Education
"Teaching Assistants/Aides, Other",13.1599,13,Education,Education
"Education, Other",13.9999,13,Education,Education
"Engineering, General",14.0101,14,Engineering,Engineering
Pre-Engineering,14.0102,14,Engineering,Engineering
"Aerospace, Aeronautical and Astronautical/Space Engineering",14.0201,14,Engineering,Engineering
Agricultural Engineering,14.0301,14,Engineering,Engineering
Architectural Engineering,14.0401,14,Engineering,Engineering
Bioengineering and Biomedical Engineering,14.0501,14,Engineering,Engineering
Ceramic Sciences and Engineering,14.0601,14,Engineering,Engineering
Chemical Engineering,14.0701,14,Engineering,Engineering
Chemical and Biomolecular Engineering,14.0702,14,Engineering,Engineering
"Chemical Engineering, Other",14.0799,14,Engineering,Engineering
"Civil Engineering, General",14.0801,14,Engineering,Engineering
Geotechnical and Geoenvironmental Engineering,14.0802,14,Engineering,Engineering
Structural Engineering,14.0803,14,Engineering,Engineering
Transportation and Highway Engineering,14.0804,14,Engineering,Engineering
Water Resources Engineering,14.0805,14,Engineering,Engineering
"Civil Engineering, Other",14.0899,14,Engineering,Engineering
"Computer Engineering, General",14.0901,14,Engineering,Engineering
Computer Hardware Engineering,14.0902,14,Engineering,Engineering
Computer Software Engineering,14.0903,14,Engineering,Engineering
"Computer Engineering, Other",14.0999,14,Engineering,Engineering
Electrical and Electronics Engineering,14.1001,14,Engineering,Engineering
"Electrical, Electronics and Communication Engineering",14.1002,14,Engineering,Engineering
Laser and Optical Engineering,14.1003,14,Engineering,Engineering
Telecommunications Engineering,14.1004,14,Engineering,Engineering
"Electrical, Electronics and Communications Engineering, Other",14.1099,14,Engineering,Engineering
Engineering Mechanics,14.1101,14,Engineering,Engineering
Engineering Physics/Applied Physics,14.1201,14,Engineering,Engineering
Engineering Science,14.1301,14,Engineering,Engineering
Environmental/Environmental Health Engineering,14.1401,14,Engineering,Engineering
Geological Engineering,14.1501,14,Engineering,Engineering
Geophysical Engineering,14.1601,14,Engineering,Engineering
Industrial/Manufacturing Engineering,14.1701,14,Engineering,Engineering
Materials Engineering,14.1801,14,Engineering,Engineering
Mechanical Engineering,14.1901,14,Engineering,Engineering
Metallurgical Engineering,14.2001,14,Engineering,Engineering
Mining and Mineral Engineering,14.2101,14,Engineering,Engineering
Naval Architecture and Marine Engineering,14.2201,14,Engineering,Engineering
Nuclear Engineering,14.2301,14,Engineering,Engineering
Ocean Engineering,14.2401,14,Engineering,Engineering
Petroleum Engineering,14.2501,14,Engineering,Engineering
Surveying and Mapping Sciences,14.2601,14,Engineering,Engineering
Cartography,14.2602,14,Engineering,Engineering
Systems Engineering,14.2701,14,Engineering,Engineering
Textile Sciences and Engineering,14.2801,14,Engineering,Engineering
Engineering Design,14.2901,14,Engineering,Engineering
Engineering / Industrial Management,14.3001,14,Engineering,Engineering
Materials Science,14.3101,14,Engineering,Engineering
Polymer/Plastics Engineering,14.3201,14,Engineering,Engineering
Construction Engineering,14.3301,14,Engineering,Engineering
Industrial Engineering,14.3501,14,Engineering,Engineering
Manufacturing Engineering,14.3601,14,Engineering,Engineering
Operations Research,14.3701,14,Engineering,Engineering
